post_title,post_name,post_parent,post_sub_parent,ID,post_excerpt,post_content,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_metakeywords,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:mfn-page-local-style,meta:mfn-post-hide-content,meta:mfn-post-love,meta:mfn-post-slider,meta:mfn_single_product_template,meta:redq_adults_heading_title,meta:redq_adults_placeholder,meta:redq_allowed_times,meta:redq_book_now_button_text,meta:redq_calendar_date_format,meta:redq_calendar_time_format,meta:redq_childs_heading_title,meta:redq_childs_placeholder,meta:redq_choose_european_date_format,meta:redq_dropoff_date_heading_title,meta:redq_dropoff_date_placeholder,meta:redq_dropoff_location_heading_title,meta:redq_dropoff_time_placeholder,meta:redq_email_placeholder,meta:redq_email_title,meta:redq_first_name_placeholder,meta:redq_first_name_title,meta:redq_flip_pricing_plan_text,meta:redq_last_name_placeholder,meta:redq_last_name_title,meta:redq_max_rental_days,meta:redq_max_time_late,meta:redq_message_placeholder,meta:redq_message_title,meta:redq_min_rental_days,meta:redq_password_placeholder,meta:redq_password_title,meta:redq_phone_placeholder,meta:redq_phone_title,meta:redq_pickup_date_heading_title,meta:redq_pickup_date_placeholder,meta:redq_pickup_loc_placeholder,meta:redq_pickup_location_heading_title,meta:redq_pickup_time_placeholder,meta:redq_price_discount_cost,meta:redq_rental_before_booking_block_dates,meta:redq_rental_fri_max_time,meta:redq_rental_fri_min_time,meta:redq_rental_local_enable_single_day_time_based_booking,meta:redq_rental_local_quantity_on_days,meta:redq_rental_local_required_person,meta:redq_rental_local_required_pickup_location,meta:redq_rental_local_required_return_location,meta:redq_rental_local_show_book_now,meta:redq_rental_local_show_dropoff_date,meta:redq_rental_local_show_dropoff_time,meta:redq_rental_local_show_pickup_date,meta:redq_rental_local_show_pickup_time,meta:redq_rental_local_show_price_discount_on_days,meta:redq_rental_local_show_price_instance_payment,meta:redq_rental_local_show_pricing_flip_box,meta:redq_rental_local_show_request_quote,meta:redq_rental_mon_max_time,meta:redq_rental_mon_min_time,meta:redq_rental_off_days,meta:redq_rental_post_booking_block_dates,meta:redq_rental_required_local_pickup_time,meta:redq_rental_required_local_return_time,meta:redq_rental_sat_max_time,meta:redq_rental_sat_min_time,meta:redq_rental_starting_block_dates,meta:redq_rental_sun_max_time,meta:redq_rental_sun_min_time,meta:redq_rental_thu_max_time,meta:redq_rental_thu_min_time,meta:redq_rental_thur_max_time,meta:redq_rental_thur_min_time,meta:redq_rental_wed_max_time,meta:redq_rental_wed_min_time,meta:redq_resources_heading_title,meta:redq_return_loc_placeholder,meta:redq_rfq_button_text,meta:redq_rnb_cat_heading,meta:redq_security_deposite_heading_title,meta:redq_submit_button_text,meta:redq_time_interval,meta:redq_username_placeholder,meta:redq_username_title,meta:rnb_booking_layout,meta:rnb_enable_quantity,meta:rnb_include_trailing_date,meta:rnb_invalid_date_range_notice,meta:rnb_inventory_title,meta:rnb_max_day_notice,meta:rnb_min_day_notice,meta:rnb_pay_extra_hours,meta:rnb_quantity_label,meta:rnb_quantity_notice,meta:rnb_settings_for_conditions,meta:rnb_settings_for_display,meta:rnb_settings_for_labels,meta:rnb_settings_for_validations,meta:rnb_show_price_type,meta:rnb_unit_price,meta:rs_page_bg_color,meta:total_sales,attribute:Gradeability,attribute_data:Gradeability,attribute_default:Gradeability,attribute:Horizontal Outreach,attribute_data:Horizontal Outreach,attribute_default:Horizontal Outreach,attribute:Lift Capacity,attribute_data:Lift Capacity,attribute_default:Lift Capacity,attribute:Manufacturer,attribute_data:Manufacturer,attribute_default:Manufacturer,attribute:Platform Height,attribute_data:Platform Height,attribute_default:Platform Height,attribute:Platform Size,attribute_data:Platform Size,attribute_default:Platform Size,attribute:Power,attribute_data:Power,attribute_default:Power,attribute:Up & Over Height,attribute_data:Up & Over Height,attribute_default:Up & Over Height,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_drive-type,attribute_data:pa_drive-type,attribute_default:pa_drive-type,attribute:pa_fuel-type,attribute_data:pa_fuel-type,attribute_default:pa_fuel-type,URL,ID,Category,Sub Category,Daily,Weekly,Monthly,Item Cost,Deliver to Jobsite,Retrieval From Jobsite,Environmental Fee,Tax,Estimated Cost
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 40 ft., Electric Powered","Articulating Boom Lift, 40 ft., Electric Powered",Aerial Work Platforms,Boom Lifts,310-4050,,"Electric-powered boom lifts ensure a clean worksite free of fumes. This 40' boom lift will reach narrow work areas and is ideal for driving on smooth, finished surfaces. Perfect for maintenance jobs or electrical work indoors. Fume-free electric boom lifts are perfect for indoor work
Up and over height over 20'
2WD and 30% gradeability appropriate for any indoor site and mild outdoor terrain
Platform rotates 180 degrees
Add this 40-ft. electric boom lift to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/310-4050.jpeg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/E400AJP_2.jpeg?h=86d68c88 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/Z40_23N_whouse_v1_ext_HO6_1.jpeg?h=9c430cad https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2022-01/z40n_1.jpeg?h=8f391919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-40-ft-electric-powered,310-4050,Aerial Work Platforms,Boom Lifts,$527 ,"$1,451 ","$3,049 ",$527.00 ,$177.50 ,$177.50 ,$10.54 ,$55.73 ,$948.27 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 45 ft., 4WD, Gas or Diesel Power Available","Articulating Boom Lift, 45 ft., 4WD, Gas or Diesel Power Available",Aerial Work Platforms,Boom Lifts,310-4001,,"This powerful 45' articulating boom lift offers versatility and height to meet your needs for almost any job. This man lift is safely driveable at full extension with a lift capacity of 500 lbs. Despite the size of this 4-wheel cherry picker, these lifts are designed to reduce tail swing as much as possible, allowing for increased maneuverability in tight spaces. These boom lifts have high ground clearance and up to 45% gradeability with automatic self-leveling capabilities. Some lifts come equipped with welding units to meet your needs for applications where welding may be necessary. Rent this powerful lift today. Safely drivable at full elevation
Conveniently steer in any direction
Jib extensions available
Automatic self-leveling
Uses: Ideal for elevated maintenance and construction work
Add this heavy-duty boom lift to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450aj_series_ii_1.jpg?h=db5c4c41 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/ab_sj46aj_1.jpg?h=8f6e6a99 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/z45rt_1.jpg?h=8f391919 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450a_series_ii_1.jpg?h=d94c4b90 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/310-4001.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/E450AJ_silo_3.jpg?h=6a1f22b2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/z45_25J_cutout_07_2.jpg?h=c170ff6c https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450aj_series_ii_1.jpg?h=db5c4c41 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/ab_sj46aj_1.jpg?h=8f6e6a99 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/z45rt_1.jpg?h=8f391919 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450a_series_ii_1.jpg?h=d94c4b90 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/310-4001.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/E450AJ_silo_3.jpg?h=6a1f22b2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/z45_25J_cutout_07_2.jpg?h=c170ff6c https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450aj_series_ii_1.jpg?h=db5c4c41 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/ab_sj46aj_1.jpg?h=8f6e6a99 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/z45rt_1.jpg?h=8f391919 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/450a_series_ii_1.jpg?h=d94c4b90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-45-ft-4wd-gas-or-diesel-power-available,310-4001,Aerial Work Platforms,Boom Lifts,$579 ,"$1,455 ","$2,960 ",$579.00 ,$177.50 ,$177.50 ,$11.58 ,$59.87 ,"$1,005.45 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 45 ft., Electric Powered","Articulating Boom Lift, 45 ft., Electric Powered",Aerial Work Platforms,Boom Lifts,310-4051,,"This articulating electric boom lift is perfect for elevated maintenance work for indoor jobsites where fume-free operation is necessary. The basket crane is maneuverable enough to be used in tight spaces and can be safely driven while extended fully to its 34' height. With 2-wheel drive, this boom lift drives best on smooth, level surfaces, making it ideal for indoor electrical work and other applications. 2 wheel drive and 4 wheel drive lifts available
Clean, efficient, fume-free operation
Self-leveling platform
Horizontal reach up to 25'
Uses: Ideal for elevated indoor construction and maintenance work
Add this electric articulating boom lift to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/E450AJ_silo_1_2.jpg?h=6a1f22b2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_E450A_1.jpg?h=ecd3e4f1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z45dc_1.jpg?h=ee4dc1e6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/e450a_0.jpg?h=e3b8447a https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-4051.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/E450AJ_silo_1_2.jpg?h=6a1f22b2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_E450A_1.jpg?h=ecd3e4f1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z45dc_1.jpg?h=ee4dc1e6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/e450a_0.jpg?h=e3b8447a https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-4051.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/E450AJ_silo_1_2.jpg?h=6a1f22b2 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_E450A_1.jpg?h=ecd3e4f1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z45dc_1.jpg?h=ee4dc1e6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/e450a_0.jpg?h=e3b8447a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-45-ft-electric-powered,310-4051,Aerial Work Platforms,Boom Lifts,$527 ,"$1,451 ","$3,049 ",$527.00 ,$177.50 ,$177.50 ,$10.54 ,$55.73 ,$948.27 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 60 ft., 2WD, Electric Powered","Articulating Boom Lift, 60 ft., 2WD, Electric Powered",Aerial Work Platforms,Boom Lifts,310-6005,,"Get the job done with this 60' articulating boom lift. These specialized lifts are perfect for reaching high utility towers and for repair work on bridges, stadiums, hangars and more. These lifts are 2-wheel drive for a smooth ride and can be driven safely at elevation. Clean, efficient and fume-free electric operation
Conveniently steer in any direction
Platform stability when raising or lowering from vertical to below horizontal
Maximum vertical reach up to 60'
Uses: Ideal for reaching up and over obstacles for maintenance, repair or construction up to 60'
Add this boom lift to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/310-6005_0.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-60-ft-2wd-electric-powered,310-6005,Aerial Work Platforms,Boom Lifts,$547 ,"$1,521 ","$3,284 ",$547.00 ,$177.50 ,$177.50 ,$10.94 ,$57.32 ,$970.26 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 60 ft., 4WD, Gas or Diesel Power Available","Articulating Boom Lift, 60 ft., 4WD, Gas or Diesel Power Available",Aerial Work Platforms,Boom Lifts,310-6001,,"This 60' articulating boom lift is excellent for outdoor worksites that may have uneven terrain. This heavy-duty man lift features 4-wheel drive with a gradeability of up to 45%, making it a smooth ride on most surfaces. With a horizontal reach of 40' and gas and diesel options available, these versatile cherry pickers are sure to meet your crews' needs. Up-and-over height up to 27.5'
Horizontal reach up to 40'
Gas- and diesel-powered options available
Heavy-duty for outdoor jobsites
Uses: Ideal for elevated outdoor maintenance and construction work
Add this 60' articulating boom to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/sj63aj_1.jpg?h=fadc2a83 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600aj_1.jpg?h=20a421fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z60_1.jpg?h=77045ef1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600a_1.jpg?h=9012b4a6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-6001.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600AJ_600S_App1_2.jpg?h=60d4ce61 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z60_34_1.jpg?h=fbb9a359 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/sj63aj_1.jpg?h=fadc2a83 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600aj_1.jpg?h=20a421fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z60_1.jpg?h=77045ef1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600a_1.jpg?h=9012b4a6 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-6001.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600AJ_600S_App1_2.jpg?h=60d4ce61 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z60_34_1.jpg?h=fbb9a359 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/sj63aj_1.jpg?h=fadc2a83 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600aj_1.jpg?h=20a421fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z60_1.jpg?h=77045ef1 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/600a_1.jpg?h=9012b4a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-60-ft-4wd-gas-or-diesel-power-available,310-6001,Aerial Work Platforms,Boom Lifts,$605 ,"$1,474 ","$3,704 ",$605.00 ,$177.50 ,$177.50 ,$12.10 ,$61.94 ,"$1,034.04 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Articulating Boom Lift, 80 ft., 4WD, Gas or Diesel Power Available","Articulating Boom Lift, 80 ft., 4WD, Gas or Diesel Power Available",Aerial Work Platforms,Boom Lifts,310-8001,,"This heavy-duty 80' articulating boom lift is perfect for outdoor construction and maintenance work. With 4-wheel drive and up to 45% gradeability, this cherry picker is more than able to handle rough terrain. These basket cranes feature an up-and-over height of up to 29' and a maximum horizontal reach of 60', making it easy for operators to work in hard-to-reach places. Manufacturers include Genie and other popular brand names. Up-and-over height up to 29'
Maximum horizontal reach up to 60'
Gas- and diesel-powered options available
Heavy-duty for outdoor jobsites
Uses: Ideal for elevated outdoor maintenance and construction work
Add this 80' articulating boom to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_800AJ_2.jpg?h=69776024 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800aj_1.jpg?h=cbf6a410 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800a_1.jpg?h=589b22fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z80_1.jpg?h=8f391919 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-8001_0.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_800AJ_2.jpg?h=69776024 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800aj_1.jpg?h=cbf6a410 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800a_1.jpg?h=589b22fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z80_1.jpg?h=8f391919 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/310-8001_0.jpg?h=4626e670 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/jlg_800AJ_2.jpg?h=69776024 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800aj_1.jpg?h=cbf6a410 https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/800a_1.jpg?h=589b22fb https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/2020-01/z80_1.jpg?h=8f391919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/articulating-boom-lift-80-ft-4wd-gas-or-diesel-power-available,310-8001,Aerial Work Platforms,Boom Lifts,"$1,090 ","$2,993 ","$6,269 ","$1,090.00 ",$190.00 ,$190.00 ,$21.80 ,$101.53 ,"$1,593.33 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boom Lift Bucket Truck, 34 ft.-40 ft.","Boom Lift Bucket Truck, 34 ft.-40 ft.",Aerial Work Platforms,Boom Lifts,310-1034,,"OTTO Plants has the boom lift bucket truck your team needs to get the job done. Also known as a cherry picker, this boom lift bucket truck is equipped with a long articulating arm for efficient 34' to 40' reach. It's also highway operational. The safety harness comes with an attached lanyard and continuous unrestricted worm gear rotation. You can count on OTTO Plants to support your job efforts with high quality tool solutions. Long, articulating arm
34-40 ft. reach
Steel main boom
Highway operational
Uses: Ideal for completing tasks requiring elevation for manual labor
Add this 34-40 ft. boom lift bucket truck to your cart today",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/310/310-1034_0.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/boom-lifts/boom-lift-bucket-truck-34-ft-40-ft,310-1034,Aerial Work Platforms,Boom Lifts,$685 ,"$1,710 ","$4,276 ",$685.00 ,$177.50 ,$177.50 ,$13.70 ,$68.31 ,"$1,122.01 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Extension Ladder, 16 ft.-19 ft., Fiberglass","Extension Ladder, 16 ft.-19 ft., Fiberglass",Aerial Work Platforms,Ladders,290-9505,,"Electrical, gutter, window or roof work is now a breeze with a fiberglass extension ladder. These extension ladders have a maximum working height of 18', ideal for general DIY house maintenance or professional construction. Steady slip-resistant feet make this ladder secure on the ground. You should use a fiberglass ladder anytime you work anywhere near electricity because its railings are Non Conductive. Strong multilayer fiberglass construction
Steady slip-resistant feet and rungs
Non-conductive fiberglass is ideal for electrical work
Weather-resistant for outdoor uses
Add this fiberglass extension ladder to your cart now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/sites/default/files/styles/square_1_1_96x96/public/category/290/290-9505_0.jpg?h=4626e670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.unitedrentals.com/marketplace/equipment/aerial-work-platforms/ladders/extension-ladder-16-ft-19-ft-fiberglass,290-9505,Aerial Work Platforms,Ladders,$7 ,$21 ,$43 ,$7.00 ,$165.00 ,$165.00 ,,$13.33 ,$350.33 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
